ID,Title,Description,URL,Format,Tags,Tone,Audience,Source,Language,combined,clean
1,How to Manage Fear and Anxiety,Comprehensive guide explaining the origins of fear and anxiety with practical coping strategies for daily life.,https://www.mentalhealth.org.uk/explore-mental-health/publications/how-overcome-anxiety-and-fear,Guide,anxiety|coping|fear|mental-health,supportive,all,Mental Health Foundation,English,How to Manage Fear and Anxiety Comprehensive guide explaining the origins of fear and anxiety with practical coping strategies for daily life. anxiety|coping|fear|mental-health Guide supportive all English,manag fear anxieti comprehens guid explain origin fear anxieti practic cope strategi daili life anxieti cope fear mental health guid support english
503,Politeknik Sultan Abdul Halim Counselling,Politeknik Sultan Abdul Halim Mu'adzam Shah counselling services Kedah.,https://www.polimas.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,POLIMAS,English,Politeknik Sultan Abdul Halim Counselling Politeknik Sultan Abdul Halim Mu'adzam Shah counselling services Kedah. students|counseling|malaysia|polytechnic Helpline supportive students English,politeknik sultan abdul halim counsel politeknik sultan abdul halim mu adzam shah counsel servic kedah student counsel malaysia polytechn helplin support student english
504,Managing Health Anxiety,Comprehensive CBT approach to managing health anxiety and hypochondria.,https://www.anxietycanada.com/articles/health-anxiety/,Article,health-anxiety|cbt|hypochondria|management,supportive,all,Anxiety Canada,English,Managing Health Anxiety Comprehensive CBT approach to managing health anxiety and hypochondria. health-anxiety|cbt|hypochondria|management Article supportive all English,manag health anxieti comprehens cbt approach manag health anxieti hypochondria health anxieti cbt hypochondria manag articl support english
505,Deep Theta Brain Waves Study,Three-hour theta waves for enhanced learning memory and focus.,https://www.youtube.com/watch?v=sQEr9w9p3vQ,Audio,studying|theta-waves|memory|learning,calm,students,Meditative Mind,English,Deep Theta Brain Waves Study Three-hour theta waves for enhanced learning memory and focus. studying|theta-waves|memory|learning Audio calm students English,deep theta brain wave studi three hour theta wave enhanc learn memori focu studi theta wave memori learn audio calm student english
506,Understanding Histrionic Personality,Information about histrionic personality disorder characteristics and therapy.,https://www.psychologytoday.com/us/conditions/histrionic-personality-disorder,Article,personality|histrionic|attention|treatment,informative,all,Psychology Today,English,Understanding Histrionic Personality Information about histrionic personality disorder characteristics and therapy. personality|histrionic|attention|treatment Article informative all English,understand histrion person inform histrion person disord characterist therapi person histrion attent treatment articl inform english
507,Politeknik Seberang Perai Counselling,Politeknik Seberang Perai student counselling services Penang Malaysia.,https://www.psp.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PSP,English,Politeknik Seberang Perai Counselling Politeknik Seberang Perai student counselling services Penang Malaysia. students|counseling|malaysia|polytechnic Helpline supportive students English,politeknik seberang perai counsel politeknik seberang perai student counsel servic penang malaysia student counsel malaysia polytechn helplin support student english
508,Dealing with Gaslighting,Recognizing gaslighting manipulation tactics and protecting mental health.,https://www.psychologytoday.com/us/basics/gaslighting,Article,gaslighting|manipulation|abuse|awareness,informative,all,Psychology Today,English,Dealing with Gaslighting Recognizing gaslighting manipulation tactics and protecting mental health. gaslighting|manipulation|abuse|awareness Article informative all English,deal gaslight recogn gaslight manipul tactic protect mental health gaslight manipul abus awar articl inform english
509,Arctic Wind Meditation,Two-hour Arctic wind and ice sounds for unique meditation experience.,https://www.youtube.com/watch?v=1ZYbU82GVz4,Audio,meditation|arctic|wind|unique,calm,all,Meditative Mind,English,Arctic Wind Meditation Two-hour Arctic wind and ice sounds for unique meditation experience. meditation|arctic|wind|unique Audio calm all English,arctic wind medit two hour arctic wind ice sound uniqu medit experi medit arctic wind uniqu audio calm english
510,Hospital Mental Health Services,Directory of psychiatric and mental health services in Malaysian government hospitals.,https://www.moh.gov.my/,Helpline,hospital|psychiatry|malaysia|services,informative,all,MOH Malaysia,English,Hospital Mental Health Services Directory of psychiatric and mental health services in Malaysian government hospitals. hospital|psychiatry|malaysia|services Helpline informative all English,hospit mental health servic directori psychiatr mental health servic malaysian govern hospit hospit psychiatri malaysia servic helplin inform english
511,Politeknik Mukah Counselling,Politeknik Mukah Sarawak student counselling unit for mental health support.,https://www.pmk.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PMU,English,Politeknik Mukah Counselling Politeknik Mukah Sarawak student counselling unit for mental health support. students|counseling|malaysia|polytechnic Helpline supportive students English,politeknik mukah counsel politeknik mukah sarawak student counsel unit mental health support student counsel malaysia polytechn helplin support student english
512,Emotional Invalidation Recovery,Understanding and healing from childhood emotional invalidation.,https://www.psychologytoday.com/us/blog/understanding-grief/201705/dont-tell-me-how-feel,Article,invalidation|childhood|healing|emotions,supportive,all,Psychology Today,English,Emotional Invalidation Recovery Understanding and healing from childhood emotional invalidation. invalidation|childhood|healing|emotions Article supportive all English,emot invalid recoveri understand heal childhood emot invalid invalid childhood heal emot articl support english
513,Deep Cave Water Drips Sleep,Ten-hour cave water dripping sounds for unique deep sleep ambience.,https://www.youtube.com/watch?v=WHPYKLM5XsE,Audio,sleep|cave|water|unique,calm,all,Relaxing White Noise,English,Deep Cave Water Drips Sleep Ten-hour cave water dripping sounds for unique deep sleep ambience. sleep|cave|water|unique Audio calm all English,deep cave water drip sleep ten hour cave water drip sound uniqu deep sleep ambienc sleep cave water uniqu audio calm english
514,Understanding Schizoid Personality,Educational resource about schizoid personality disorder and social detachment.,https://www.psychologytoday.com/us/conditions/schizoid-personality-disorder,Article,personality|schizoid|detachment|isolation,informative,all,Psychology Today,English,Understanding Schizoid Personality Educational resource about schizoid personality disorder and social detachment. personality|schizoid|detachment|isolation Article informative all English,understand schizoid person educ resourc schizoid person disord social detach person schizoid detach isol articl inform english
515,Politeknik Sultan Mizan Zainal Abidin,Politeknik Sultan Mizan Zainal Abidin counselling services Terengganu students.,https://www.psmza.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PSMZA,English,Politeknik Sultan Mizan Zainal Abidin Politeknik Sultan Mizan Zainal Abidin counselling services Terengganu students. students|counseling|malaysia|polytechnic Helpline supportive students English,politeknik sultan mizan zainal abidin politeknik sultan mizan zainal abidin counsel servic terengganu student student counsel malaysia polytechn helplin support student english
516,Managing Anticipatory Grief,Coping strategies for anticipatory grief before expected loss.,https://www.psychologytoday.com/us/blog/understanding-grief/201901/anticipatory-grief,Article,grief|anticipatory|loss|coping,supportive,all,Psychology Today,English,Managing Anticipatory Grief Coping strategies for anticipatory grief before expected loss. grief|anticipatory|loss|coping Article supportive all English,manag anticipatori grief cope strategi anticipatori grief expect loss grief anticipatori loss cope articl support english
517,Bamboo Forest Wind Sounds,Hour-long bamboo forest with gentle wind for meditation and relaxation.,https://www.youtube.com/watch?v=jXdvGYYGqtw,Audio,meditation|bamboo|forest|wind,calm,all,Meditative Mind,English,Bamboo Forest Wind Sounds Hour-long bamboo forest with gentle wind for meditation and relaxation. meditation|bamboo|forest|wind Audio calm all English,bamboo forest wind sound hour long bamboo forest gentl wind medit relax medit bamboo forest wind audio calm english
518,MERCY Malaysia Psychosocial,MERCY Malaysia psychosocial support and crisis counselling services.,https://www.mercy.org.my/,Helpline,crisis|psychosocial|malaysia|humanitarian,supportive,all,MERCY Malaysia,English,MERCY Malaysia Psychosocial MERCY Malaysia psychosocial support and crisis counselling services. crisis|psychosocial|malaysia|humanitarian Helpline supportive all English,merci malaysia psychosoci merci malaysia psychosoci support crisi counsel servic crisi psychosoci malaysia humanitarian helplin support english
519,Politeknik Merlimau Counselling,Politeknik Merlimau Melaka student counselling services for mental health.,https://www.pmm.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PMM,English,Politeknik Merlimau Counselling Politeknik Merlimau Melaka student counselling services for mental health. students|counseling|malaysia|polytechnic Helpline supportive students English,politeknik merlimau counsel politeknik merlimau melaka student counsel servic mental health student counsel malaysia polytechn helplin support student english
520,Understanding Learned Helplessness,Information about learned helplessness depression and regaining control.,https://www.verywellmind.com/what-is-learned-helplessness-2795326,Article,helplessness|depression|control|psychology,informative,all,Verywell Mind,English,Understanding Learned Helplessness Information about learned helplessness depression and regaining control. helplessness|depression|control|psychology Article informative all English,understand learn helpless inform learn helpless depress regain control helpless depress control psycholog articl inform english
